STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,MEASURE,Data Item,REGIONTYPE,Region Type,ASGS_2021,Region,FREQUENCY,Frequency,TIME_PERIOD,Time Period,OBS_VALUE,Observation Value,UNIT_MEASURE,Unit of Measure,UNIT_MULT,Unit of Multiplier,OBS_STATUS,Observation Status,OBS_COMMENT,Observation Comment
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,11702,Marrickville - Sydenham - Petersham,A,Annual,2022,,54913,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,11703,Sydney Inner City,A,Annual,2022,,224514,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,11801,Eastern Suburbs - North,A,Annual,2022,,127943,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,11802,Eastern Suburbs - South,A,Annual,2022,,135741,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,11901,Bankstown,A,Annual,2022,,187191,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,11902,Canterbury,A,Annual,2022,,141126,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,11903,Hurstville,A,Annual,2022,,132345,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,11904,Kogarah - Rockdale,A,Annual,2022,,147048,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,12001,Canada Bay,A,Annual,2022,,86738,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,12002,Leichhardt,A,Annual,2022,,56277,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,12003,Strathfield - Burwood - Ashfield,A,Annual,2022,,163127,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,12101,Chatswood - Lane Cove,A,Annual,2022,,118130,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,12102,Hornsby,A,Annual,2022,,87903,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,12103,Ku-ring-gai,A,Annual,2022,,124500,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,12104,North Sydney - Mosman,A,Annual,2022,,94887,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,12201,Manly,A,Annual,2022,,43342,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,12202,Pittwater,A,Annual,2022,,63221,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,12203,Warringah,A,Annual,2022,,156777,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,12301,Camden,A,Annual,2022,,74972,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,12302,Campbelltown (NSW),A,Annual,2022,,181889,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,12303,Wollondilly,A,Annual,2022,,47307,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,12401,Blue Mountains,A,Annual,2022,,77768,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,12402,Blue Mountains - South,A,Annual,2022,,7,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,12403,Penrith,A,Annual,2022,,162639,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,12404,Richmond - Windsor,A,Annual,2022,,38351,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,12405,St Marys,A,Annual,2022,,57366,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,12501,Auburn,A,Annual,2022,,105477,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,12502,Carlingford,A,Annual,2022,,74980,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,12503,Merrylands - Guildford,A,Annual,2022,,165216,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,12504,Parramatta,A,Annual,2022,,153118,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,12601,Pennant Hills - Epping,A,Annual,2022,,55373,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,12602,Ryde - Hunters Hill,A,Annual,2022,,149636,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,12701,Bringelly - Green Valley,A,Annual,2022,,152878,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,12702,Fairfield,A,Annual,2022,,193442,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,12703,Liverpool,A,Annual,2022,,139624,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,12801,Cronulla - Miranda - Caringbah,A,Annual,2022,,119113,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,12802,Sutherland - Menai - Heathcote,A,Annual,2022,,112185,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,10102,Queanbeyan,A,Annual,2022,,65769,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,10103,Snowy Mountains,A,Annual,2022,,20867,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,10104,South Coast,A,Annual,2022,,76980,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,10105,Goulburn - Mulwaree,A,Annual,2022,,38784,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,10106,Young - Yass,A,Annual,2022,,38237,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,10301,Bathurst,A,Annual,2022,,49698,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,10302,Lachlan Valley,A,Annual,2022,,54650,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,10303,Lithgow - Mudgee,A,Annual,2022,,47912,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,10304,Orange,A,Annual,2022,,61860,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,10401,Clarence Valley,A,Annual,2022,,54217,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,10402,Coffs Harbour,A,Annual,2022,,93428,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,10501,Bourke - Cobar - Coonamble,A,Annual,2022,,22068,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,10502,Broken Hill and Far West,A,Annual,2022,,19862,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,10503,Dubbo,A,Annual,2022,,75185,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,10601,Lower Hunter,A,Annual,2022,,100853,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,10602,Maitland,A,Annual,2022,,90375,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,10603,Port Stephens,A,Annual,2022,,77505,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,10604,Upper Hunter,A,Annual,2022,,30829,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,10701,Dapto - Port Kembla,A,Annual,2022,,80670,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,10702,Illawarra Catchment Reserve,A,Annual,2022,,5,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,10703,Kiama - Shellharbour,A,Annual,2022,,101193,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,10704,Wollongong,A,Annual,2022,,135802,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,10801,Great Lakes,A,Annual,2022,,33354,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,10802,Kempsey - Nambucca,A,Annual,2022,,51846,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,10803,Lord Howe Island,A,Annual,2022,,450,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,10804,Port Macquarie,A,Annual,2022,,88280,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,10805,Taree - Gloucester,A,Annual,2022,,57947,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,10901,Albury,A,Annual,2022,,67740,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,10902,Lower Murray,A,Annual,2022,,13120,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,10903,Upper Murray exc. Albury,A,Annual,2022,,43693,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,11001,Armidale,A,Annual,2022,,37778,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,11002,Inverell - Tenterfield,A,Annual,2022,,38957,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,11003,Moree - Narrabri,A,Annual,2022,,24858,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,11004,Tamworth - Gunnedah,A,Annual,2022,,86321,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,11101,Lake Macquarie - East,A,Annual,2022,,127321,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,11102,Lake Macquarie - West,A,Annual,2022,,86920,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,ERP_P_20,Estimated resident population: Persons (no.),SA3,Statistical Area Level 3,11103,Newcastle,A,Annual,2022,,182078,,PSNS,Persons,,,,,,
