DATAFLOW,LAST UPDATE,freq,na_item,s_adj,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Cyprus,2022-Q2,7223.7,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Cyprus,2022-Q3,7496.9,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Cyprus,2022-Q4,7573.5,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Cyprus,2023-Q1,7673.2,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Cyprus,2023-Q2,7725.9,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Cyprus,2023-Q3,7902.5,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Cyprus,2023-Q4,8038.4,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Cyprus,2024-Q1,8174.1,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Cyprus,2024-Q2,8333.1,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Cyprus,2024-Q3,8401.1,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Cyprus,2024-Q4,8506.0,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Czechia,2022-Q1,68942.1,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Czechia,2022-Q2,70534.2,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Czechia,2022-Q3,72921.6,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Czechia,2022-Q4,74552.2,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Czechia,2023-Q1,78987.4,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Czechia,2023-Q2,80902.6,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Czechia,2023-Q3,79286.2,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Czechia,2023-Q4,78593.7,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Czechia,2024-Q1,78339.4,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Czechia,2024-Q2,79908.4,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Czechia,2024-Q3,80022.7,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Czechia,2024-Q4,80570.4,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Germany,2022-Q1,962521.0,p,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Germany,2022-Q2,979029.0,p,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Germany,2022-Q3,993638.0,p,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Germany,2022-Q4,1012073.0,p,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Germany,2023-Q1,1029719.0,p,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Germany,2023-Q2,1041192.0,p,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Germany,2023-Q3,1052400.0,p,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Germany,2023-Q4,1063813.0,p,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Germany,2024-Q1,1068124.0,p,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Germany,2024-Q2,1073781.0,p,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Germany,2024-Q3,1078033.0,p,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Germany,2024-Q4,1087972.0,p,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Denmark,2022-Q1,91858.8,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Denmark,2022-Q2,95355.4,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Denmark,2022-Q3,98531.5,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Denmark,2022-Q4,96566.8,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Denmark,2023-Q1,95932.5,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Denmark,2023-Q2,93855.2,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Denmark,2023-Q3,92968.2,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Denmark,2023-Q4,93672.9,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Denmark,2024-Q1,95525.3,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Denmark,2024-Q2,97056.4,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Denmark,2024-Q3,100438.4,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Denmark,2024-Q4,103938.7,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2022-Q1,3311887.6,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2022-Q2,3383959.4,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2022-Q3,3445469.8,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2022-Q4,3507063.5,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2023-Q1,3593632.7,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2023-Q2,3638376.2,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2023-Q3,3665653.9,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2023-Q4,3708490.1,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2024-Q1,3740133.8,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2024-Q2,3765329.7,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2024-Q3,3802454.0,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2024-Q4,3842814.3,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Euro area – 20 countries (from 2023),2022-Q1,3327890.5,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Euro area – 20 countries (from 2023),2022-Q2,3400564.2,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Euro area – 20 countries (from 2023),2022-Q3,3462658.1,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Euro area – 20 countries (from 2023),2022-Q4,3524878.9,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Euro area – 20 countries (from 2023),2023-Q1,3593632.7,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Euro area – 20 countries (from 2023),2023-Q2,3638376.2,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Euro area – 20 countries (from 2023),2023-Q3,3665653.9,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Euro area – 20 countries (from 2023),2023-Q4,3708490.1,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Euro area – 20 countries (from 2023),2024-Q1,3740133.8,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Euro area – 20 countries (from 2023),2024-Q2,3765329.7,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Euro area – 20 countries (from 2023),2024-Q3,3802454.0,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Euro area – 20 countries (from 2023),2024-Q4,3842814.3,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Estonia,2022-Q1,8725.0,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Estonia,2022-Q2,8960.8,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Estonia,2022-Q3,9310.5,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Estonia,2022-Q4,9390.3,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Estonia,2023-Q1,9475.4,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Estonia,2023-Q2,9504.7,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Estonia,2023-Q3,9526.7,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Estonia,2023-Q4,9657.6,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Estonia,2024-Q1,9608.2,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Estonia,2024-Q2,9798.3,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Estonia,2024-Q3,9933.3,,
ESTAT:TEINA010(1.0),10/04/25 11:00:00,Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Estonia,2024-Q4,10130.0,,
